SalesOrderID,OrderDate,ShipDate,DateKey,CustomerKey,ProductKey,TerritoryKey,OrderQuantity,UnitPrice,DiscountPercent,SalesAmount,TotalProductCost,TaxAmount,FreightAmount,OrderStatus
16197,2023-10-10,2023-10-12,20231010,1863,21,1,3,20.57,0.05,58.62,40.59,4.69,1.93,Delivered
16198,2022-05-16,2022-05-19,20220516,1458,136,6,3,65.72,0.0,197.16,116.4,15.77,6.29,Delivered
16199,2023-03-12,2023-03-20,20230312,1466,110,5,8,76.68,0.2,490.75,269.12,39.26,3.2,Cancelled
16200,2022-11-28,2022-12-05,20221128,1580,107,3,8,37.01,0.0,296.08,142.08,23.69,2.22,Delivered
16201,2023-11-28,2023-12-01,20231128,1383,125,8,5,13.12,0.0,65.6,36.35,5.25,14.97,Shipped
16202,2024-04-11,2024-04-14,20240411,821,125,5,7,10.12,0.1,63.76,50.89,5.1,10.99,Delivered
16203,2022-02-27,2022-03-05,20220227,514,99,7,2,37.41,0.15,63.6,46.84,5.09,1.33,Delivered
16204,2022-04-01,2022-04-04,20220401,1438,157,4,8,32.23,0.0,257.84,130.32,20.63,5.67,Cancelled
16205,2023-12-28,2024-01-04,20231228,1231,2,1,1,2681.29,0.0,2681.29,860.84,214.5,36.42,Delivered
16206,2022-05-27,2022-05-28,20220527,1284,110,1,6,84.97,0.2,407.86,201.84,32.63,11.43,Returned
16207,2024-03-28,2024-04-01,20240328,881,38,6,3,37.83,0.05,107.82,42.18,8.63,5.51,Cancelled
16208,2023-08-25,2023-08-29,20230825,1956,40,8,3,79.93,0.0,239.79,141.39,19.18,14.62,Delivered
16209,2024-03-07,2024-03-10,20240307,1757,73,8,1,34.9,0.15,29.66,16.33,2.37,8.23,Delivered
16210,2023-06-15,2023-06-21,20230615,990,135,8,1,46.46,0.0,46.46,22.46,3.72,11.53,Delivered
16211,2022-05-14,2022-05-15,20220514,772,85,5,5,40.35,0.0,201.75,144.65,16.14,6.78,Shipped
16212,2024-12-10,2024-12-17,20241210,1251,127,8,6,85.47,0.0,512.82,167.76,41.03,11.16,Delivered
16213,2022-07-23,2022-07-29,20220723,758,165,5,1,63.75,0.05,60.56,26.96,4.84,14.61,Delivered
16214,2024-02-10,2024-02-14,20240210,375,147,7,2,30.52,0.2,48.83,48.52,3.91,2.68,Delivered
16215,2023-07-19,2023-07-20,20230719,1570,73,2,4,38.55,0.0,154.2,65.32,12.34,11.42,Delivered
16216,2022-06-02,2022-06-09,20220602,104,13,6,3,2703.02,0.0,8109.06,3613.14,648.72,20.93,Returned
16217,2024-05-14,2024-05-22,20240514,1268,153,5,3,40.73,0.0,122.19,78.66,9.78,5.23,Returned
16218,2022-07-19,2022-07-27,20220719,1347,140,1,2,67.13,0.1,120.83,54.3,9.67,10.48,Delivered
16219,2024-03-08,2024-03-14,20240308,783,143,2,2,58.09,0.1,104.56,61.44,8.36,3.13,Delivered
16220,2023-04-01,2023-04-08,20230401,951,138,3,6,29.36,0.0,176.16,119.76,14.09,3.39,Delivered
16221,2024-08-27,2024-09-03,20240827,25,125,7,5,10.14,0.05,48.16,36.35,3.85,12.24,Delivered
16222,2022-05-11,2022-05-15,20220511,107,155,7,5,19.57,0.0,97.85,40.35,7.83,8.11,Shipped
16223,2024-12-02,2024-12-06,20241202,1491,82,8,6,125.89,0.0,755.34,384.78,60.43,4.94,Shipped
16224,2023-03-23,2023-03-25,20230323,171,153,6,3,44.14,0.0,132.42,78.66,10.59,3.11,Delivered
16225,2023-11-18,2023-11-22,20231118,276,161,7,5,22.94,0.2,91.76,41.4,7.34,6.94,Delivered
16226,2022-04-03,2022-04-10,20220403,1830,144,1,6,29.11,0.2,139.73,105.54,11.18,11.62,Delivered
16227,2022-01-08,2022-01-11,20220108,1123,132,2,6,42.38,0.0,254.28,145.62,20.34,1.98,Delivered
16228,2022-09-27,2022-09-28,20220927,735,24,6,1,295.2,0.05,280.44,212.53,22.44,13.29,Delivered
16229,2023-06-05,2023-06-08,20230605,1899,119,2,8,22.17,0.0,177.36,95.36,14.19,10.04,Delivered
16230,2023-10-01,2023-10-07,20231001,1789,35,1,8,100.71,0.15,684.83,494.4,54.79,7.05,Delivered
16231,2022-02-21,2022-02-26,20220221,1421,160,2,6,54.04,0.0,324.24,236.58,25.94,5.7,Returned
16232,2024-10-24,2024-10-30,20241024,1503,76,8,7,46.47,0.0,325.29,144.48,26.02,13.13,Shipped
16233,2022-08-08,2022-08-10,20220808,343,33,7,4,280.32,0.0,1121.28,786.8,89.7,8.82,Returned
16234,2024-04-30,2024-05-07,20240430,68,130,6,3,10.5,0.0,31.5,14.25,2.52,4.75,Delivered
16235,2024-07-04,2024-07-10,20240704,1755,48,1,7,201.32,0.2,1127.39,544.74,90.19,11.68,Delivered
16236,2023-12-11,2023-12-18,20231211,1073,36,3,5,102.03,0.0,510.15,161.6,40.81,13.31,Delivered
16237,2022-03-08,2022-03-17,20220308,1447,23,7,2,215.7,0.15,366.69,299.3,29.34,12.68,Delivered
16238,2023-05-20,2023-05-30,20230520,1491,84,2,7,25.9,0.05,172.24,89.88,13.78,2.3,Shipped
16239,2022-01-15,2022-01-19,20220115,529,127,7,3,54.04,0.0,162.12,83.88,12.97,14.93,Returned
16240,2024-11-15,2024-11-22,20241115,101,10,2,8,3223.17,0.15,21917.56,11966.8,1753.4,16.77,Delivered
16241,2023-11-08,2023-11-15,20231108,1414,36,5,4,107.03,0.0,428.12,129.28,34.25,7.95,Delivered
16242,2022-05-09,2022-05-14,20220509,936,87,1,6,76.87,0.15,392.04,285.84,31.36,13.18,Delivered
16243,2022-09-03,2022-09-13,20220903,1892,141,1,1,61.5,0.1,55.35,31.73,4.43,9.67,Delivered
16244,2022-02-06,2022-02-10,20220206,799,33,6,7,282.44,0.0,1977.08,1376.9,158.17,11.19,Delivered
16245,2022-04-23,2022-04-27,20220423,746,25,4,4,138.11,0.05,524.82,326.92,41.99,12.37,Delivered
16246,2022-11-29,2022-12-04,20221129,992,106,8,8,51.89,0.1,373.61,146.64,29.89,11.44,Delivered
16247,2024-05-20,2024-05-25,20240520,116,23,2,1,235.44,0.1,211.9,149.65,16.95,10.26,Shipped
16248,2022-11-16,2022-11-26,20221116,1503,158,6,7,25.95,0.0,181.65,78.89,14.53,4.97,Delivered
16249,2023-11-30,2023-12-08,20231130,1923,10,2,4,3113.58,0.0,12454.32,5983.4,996.35,36.3,Delivered
16250,2022-06-07,2022-06-08,20220607,478,14,4,6,3013.43,0.15,15368.49,8087.94,1229.48,4.71,Delivered
16251,2023-09-23,2023-10-03,20230923,501,72,4,8,90.48,0.0,723.84,417.12,57.91,1.82,Delivered
16252,2023-11-22,2023-11-26,20231122,1277,145,4,3,48.35,0.15,123.29,63.51,9.86,3.87,Delivered
16253,2022-06-13,2022-06-15,20220613,281,94,7,6,48.39,0.2,232.27,138.36,18.58,2.42,Delivered
16254,2022-04-11,2022-04-18,20220411,434,76,1,4,50.82,0.0,203.28,82.56,16.26,5.83,Delivered
16255,2024-04-07,2024-04-17,20240407,758,109,3,2,78.34,0.0,156.68,68.2,12.53,6.39,Delivered
16256,2023-11-26,2023-12-03,20231126,1878,64,3,4,189.93,0.1,683.75,329.68,54.7,12.3,Delivered
16257,2022-11-14,2022-11-19,20221114,188,19,4,8,4099.92,0.0,32799.36,15849.2,2623.95,17.78,Delivered
16258,2024-10-01,2024-10-05,20241001,1450,29,2,8,276.67,0.0,2213.36,929.92,177.07,12.0,Delivered
16259,2022-07-29,2022-08-08,20220729,326,161,8,7,21.51,0.0,150.57,57.96,12.05,6.88,Shipped
16260,2023-01-25,2023-02-04,20230125,760,159,4,6,57.19,0.0,343.14,241.32,27.45,1.33,Delivered
16261,2024-05-27,2024-06-05,20240527,1922,134,3,7,6.17,0.1,38.87,26.46,3.11,5.13,Delivered
16262,2024-08-25,2024-08-31,20240825,1554,97,8,8,54.74,0.0,437.92,292.32,35.03,7.52,Shipped
16263,2024-03-20,2024-03-25,20240320,280,40,2,6,76.09,0.1,410.89,282.78,32.87,11.86,Delivered
16264,2023-02-11,2023-02-13,20230211,131,40,2,2,67.2,0.0,134.4,94.26,10.75,11.33,Delivered
16265,2023-07-19,2023-07-20,20230719,283,63,7,8,159.03,0.0,1272.24,725.12,101.78,5.8,Delivered
16266,2022-11-14,2022-11-20,20221114,1164,95,3,3,14.52,0.05,41.38,16.26,3.31,2.04,Cancelled
16267,2022-01-20,2022-01-28,20220120,563,78,7,2,93.71,0.0,187.42,115.06,14.99,10.44,Delivered
16268,2024-09-24,2024-10-03,20240924,269,49,3,5,142.84,0.1,642.78,288.2,51.42,2.62,Delivered
16269,2022-09-13,2022-09-20,20220913,1654,112,1,1,22.07,0.15,18.76,8.33,1.5,1.17,Delivered
16270,2023-04-07,2023-04-14,20230407,1504,139,6,8,20.84,0.05,158.38,114.32,12.67,3.03,Delivered
16271,2024-12-27,2025-01-01,20241227,1629,166,1,8,79.25,0.0,634.0,240.56,50.72,4.63,Shipped
16272,2023-10-13,2023-10-18,20231013,1316,64,3,2,170.11,0.15,289.19,164.84,23.14,3.26,Delivered
16273,2024-05-04,2024-05-09,20240504,1984,150,5,3,50.58,0.05,144.15,82.5,11.53,3.31,Delivered
16274,2024-01-06,2024-01-07,20240106,1032,57,6,4,60.31,0.05,229.18,191.16,18.33,10.15,Delivered
16275,2023-01-20,2023-01-23,20230120,409,82,3,8,84.96,0.0,679.68,513.04,54.37,11.86,Delivered
16276,2024-06-24,2024-06-26,20240624,590,98,6,5,98.83,0.0,494.15,190.6,39.53,2.71,Returned
16277,2024-04-08,2024-04-11,20240408,82,100,6,6,44.2,0.1,238.68,125.76,19.09,14.3,Delivered
16278,2024-10-21,2024-10-27,20241021,1208,147,1,2,36.35,0.2,58.16,48.52,4.65,9.91,Delivered
16279,2023-07-03,2023-07-11,20230703,1401,118,6,5,5.09,0.1,22.9,12.6,1.83,9.08,Delivered
16280,2022-08-03,2022-08-05,20220803,457,18,2,1,2791.13,0.2,2232.9,1299.75,178.63,11.72,Delivered
16281,2022-08-03,2022-08-10,20220803,1829,26,8,8,193.62,0.0,1548.96,710.96,123.92,14.24,Delivered
16282,2022-07-24,2022-07-25,20220724,1626,38,6,4,36.85,0.0,147.4,56.24,11.79,3.01,Returned
16283,2022-10-17,2022-10-26,20221017,4,25,8,1,159.4,0.0,159.4,81.73,12.75,12.22,Shipped
16284,2022-01-20,2022-01-26,20220120,1071,66,1,5,185.1,0.2,740.4,501.7,59.23,4.44,Shipped
16285,2024-02-19,2024-02-26,20240219,678,106,7,2,35.31,0.0,70.62,36.66,5.65,9.71,Delivered
16286,2023-05-10,2023-05-14,20230510,1999,158,6,4,19.61,0.2,62.75,45.08,5.02,7.01,Delivered
16287,2023-09-29,2023-10-06,20230929,1425,93,6,3,73.88,0.0,221.64,114.54,17.73,8.32,Shipped
16288,2023-03-11,2023-03-14,20230311,949,95,1,2,10.38,0.15,17.65,10.84,1.41,10.01,Delivered
16289,2024-09-03,2024-09-06,20240903,1242,107,1,3,28.11,0.0,84.33,53.28,6.75,13.91,Delivered
16290,2024-04-09,2024-04-16,20240409,926,38,2,3,34.19,0.0,102.57,42.18,8.21,7.82,Shipped
16291,2022-03-18,2022-03-19,20220318,583,141,3,1,60.41,0.1,54.37,31.73,4.35,8.17,Shipped
16292,2022-09-18,2022-09-23,20220918,658,132,6,4,47.72,0.05,181.34,97.08,14.51,8.2,Delivered
16293,2024-10-31,2024-11-08,20241031,560,53,8,1,68.31,0.0,68.31,38.29,5.46,8.56,Cancelled
16294,2024-04-07,2024-04-15,20240407,1861,117,4,1,48.74,0.2,38.99,20.34,3.12,7.73,Delivered
16295,2024-04-09,2024-04-17,20240409,1138,37,5,1,161.52,0.05,153.44,111.14,12.28,13.33,Delivered
16296,2024-01-27,2024-01-28,20240127,382,23,3,4,212.14,0.05,806.13,598.6,64.49,8.37,Delivered
16297,2023-07-11,2023-07-21,20230711,1916,119,7,1,23.06,0.0,23.06,11.92,1.84,5.29,Delivered
16298,2022-10-16,2022-10-26,20221016,1385,95,8,4,10.36,0.0,41.44,21.68,3.32,2.03,Delivered
16299,2024-06-20,2024-06-25,20240620,1168,87,1,5,77.85,0.1,350.32,238.2,28.03,4.18,Delivered
16300,2024-12-12,2024-12-21,20241212,1201,16,5,4,3342.4,0.05,12701.12,5602.72,1016.09,28.13,Delivered
16301,2024-12-14,2024-12-16,20241214,1703,122,6,6,78.04,0.0,468.24,191.76,37.46,14.45,Delivered
16302,2023-04-17,2023-04-27,20230417,1283,17,6,3,2149.75,0.0,6449.25,4287.78,515.94,16.5,Shipped
16303,2022-02-26,2022-03-02,20220226,1115,14,7,8,2505.78,0.15,17039.3,10783.92,1363.14,22.98,Shipped
16304,2022-12-24,2023-01-01,20221224,971,133,2,1,30.58,0.2,24.46,9.22,1.96,4.5,Delivered
16305,2023-11-25,2023-12-04,20231125,1289,54,3,7,93.78,0.0,656.46,358.47,52.52,10.89,Delivered
16306,2023-12-08,2023-12-17,20231208,954,110,5,5,99.61,0.15,423.34,168.2,33.87,6.38,Delivered
16307,2024-12-23,2025-01-01,20241223,495,61,2,7,289.88,0.1,1826.24,789.04,146.1,10.6,Returned
16308,2024-06-17,2024-06-23,20240617,888,2,8,1,2510.37,0.0,2510.37,860.84,200.83,33.0,Cancelled
16309,2022-05-14,2022-05-23,20220514,1059,131,6,1,48.55,0.05,46.12,26.17,3.69,10.43,Shipped
16310,2023-04-22,2023-04-24,20230422,250,150,4,5,50.08,0.05,237.88,137.5,19.03,7.27,Delivered
16311,2024-07-03,2024-07-08,20240703,1639,101,5,7,70.65,0.1,445.1,190.54,35.61,14.65,Delivered
16312,2022-06-06,2022-06-07,20220606,1124,117,5,2,49.35,0.05,93.76,40.68,7.5,12.9,Delivered
16313,2024-08-22,2024-08-29,20240822,1744,84,3,6,29.79,0.1,160.87,77.04,12.87,8.74,Delivered
16314,2022-05-14,2022-05-21,20220514,989,38,2,1,33.93,0.0,33.93,14.06,2.71,4.99,Delivered
16315,2024-01-14,2024-01-21,20240114,487,33,4,4,288.53,0.1,1038.71,786.8,83.1,12.78,Shipped
16316,2024-10-18,2024-10-21,20241018,97,149,5,1,58.48,0.0,58.48,23.84,4.68,13.89,Delivered
16317,2022-05-01,2022-05-11,20220501,244,66,5,6,239.43,0.0,1436.58,602.04,114.93,1.73,Delivered
16318,2022-10-29,2022-11-08,20221029,1301,9,1,1,1364.01,0.1,1227.61,838.38,98.21,39.45,Returned
16319,2024-09-06,2024-09-07,20240906,403,142,1,3,68.47,0.0,205.41,128.82,16.43,6.82,Returned
16320,2023-02-26,2023-02-27,20230226,1034,128,7,4,32.2,0.0,128.8,71.64,10.3,12.77,Delivered
16321,2022-10-30,2022-11-09,20221030,1597,71,8,7,99.06,0.15,589.41,494.9,47.15,13.8,Delivered
16322,2022-09-09,2022-09-12,20220909,389,49,1,2,151.46,0.0,302.92,115.28,24.23,12.56,Delivered
16323,2023-01-14,2023-01-20,20230114,493,104,3,2,74.57,0.0,149.14,76.52,11.93,13.67,Delivered
16324,2023-12-18,2023-12-22,20231218,1043,13,7,1,3244.48,0.0,3244.48,1204.38,259.56,9.74,Shipped
16325,2024-09-28,2024-10-07,20240928,346,26,6,4,188.07,0.0,752.28,355.48,60.18,4.86,Delivered
16326,2022-10-26,2022-10-30,20221026,1532,22,7,8,41.6,0.1,299.52,173.28,23.96,2.54,Delivered
16327,2022-08-17,2022-08-22,20220817,974,41,1,7,152.1,0.05,1011.46,740.11,80.92,5.74,Delivered
16328,2022-11-05,2022-11-07,20221105,1807,66,3,2,284.79,0.2,455.66,200.68,36.45,5.38,Shipped
16329,2023-01-19,2023-01-21,20230119,773,6,1,2,1899.02,0.0,3798.04,2877.86,303.84,39.77,Delivered
16330,2024-03-09,2024-03-14,20240309,692,83,2,3,63.92,0.15,163.0,123.69,13.04,9.02,Delivered
16331,2023-07-08,2023-07-13,20230708,255,92,7,7,107.99,0.1,680.34,325.5,54.43,5.3,Delivered
16332,2024-08-09,2024-08-10,20240809,312,160,4,4,66.12,0.15,224.81,157.72,17.98,7.59,Delivered
16333,2023-01-10,2023-01-14,20230110,1542,44,1,4,281.7,0.05,1070.46,498.68,85.64,7.15,Delivered
16334,2024-01-30,2024-02-03,20240130,301,77,2,6,39.84,0.0,239.04,136.38,19.12,7.95,Delivered
16335,2023-10-11,2023-10-20,20231011,1749,137,6,2,32.44,0.0,64.88,33.72,5.19,6.23,Cancelled
16336,2023-06-25,2023-07-04,20230625,1268,148,2,4,69.6,0.2,222.72,156.56,17.82,8.07,Delivered
16337,2022-07-29,2022-08-05,20220729,1791,24,2,1,333.31,0.2,266.65,212.53,21.33,12.61,Delivered
16338,2023-01-07,2023-01-09,20230107,789,34,1,2,244.89,0.15,416.31,253.46,33.3,10.78,Delivered
16339,2022-08-31,2022-09-01,20220831,1486,36,8,7,80.96,0.05,538.38,226.24,43.07,13.04,Delivered
16340,2022-02-21,2022-02-25,20220221,1171,73,4,4,30.0,0.2,96.0,65.32,7.68,4.26,Delivered
16341,2023-09-15,2023-09-24,20230915,751,61,6,6,234.67,0.1,1267.22,676.32,101.38,1.41,Delivered
16342,2024-09-25,2024-09-27,20240925,907,126,7,2,40.71,0.05,77.35,52.5,6.19,5.09,Delivered
16343,2022-11-09,2022-11-12,20221109,1596,68,2,7,220.27,0.0,1541.89,535.08,123.35,2.5,Delivered
16344,2024-12-27,2025-01-06,20241227,862,157,3,1,45.09,0.0,45.09,16.29,3.61,10.85,Delivered
16345,2023-05-31,2023-06-04,20230531,1227,14,3,3,2576.38,0.0,7729.14,4043.97,618.33,37.14,Delivered
16346,2022-08-17,2022-08-23,20220817,144,38,2,8,36.62,0.1,263.66,112.48,21.09,2.54,Delivered
16347,2024-06-29,2024-07-03,20240629,1423,53,3,3,67.1,0.05,191.24,114.87,15.3,2.38,Delivered
16348,2024-03-27,2024-04-04,20240327,1259,60,8,1,120.36,0.2,96.29,50.83,7.7,6.43,Delivered
16349,2024-12-01,2024-12-03,20241201,1586,139,8,6,29.95,0.1,161.73,85.74,12.94,4.51,Delivered
16350,2023-08-16,2023-08-20,20230816,1171,22,6,1,43.11,0.2,34.49,21.66,2.76,10.54,Delivered
16351,2023-03-11,2023-03-16,20230311,1268,101,8,7,63.9,0.0,447.3,190.54,35.78,10.59,Shipped
16352,2023-11-07,2023-11-12,20231107,1822,39,6,3,286.87,0.15,731.52,317.55,58.52,7.9,Delivered
16353,2024-07-21,2024-07-24,20240721,1816,9,1,1,1634.02,0.15,1388.92,838.38,111.11,12.84,Delivered
16354,2024-06-04,2024-06-09,20240604,642,57,8,4,80.35,0.0,321.4,191.16,25.71,1.45,Delivered
16355,2024-07-14,2024-07-16,20240714,1792,42,2,5,43.0,0.0,215.0,81.85,17.2,11.21,Delivered
16356,2022-01-05,2022-01-15,20220105,307,28,7,8,74.87,0.2,479.17,270.48,38.33,7.22,Delivered
16357,2022-04-16,2022-04-23,20220416,1646,166,5,3,56.67,0.0,170.01,90.21,13.6,14.4,Delivered
16358,2022-01-25,2022-02-04,20220125,1956,149,2,7,54.74,0.0,383.18,166.88,30.65,1.19,Delivered
16359,2023-04-22,2023-05-02,20230422,1832,40,6,6,72.58,0.15,370.16,282.78,29.61,5.86,Delivered
16360,2024-06-28,2024-07-04,20240628,836,114,1,2,45.22,0.2,72.35,55.72,5.79,12.94,Shipped
16361,2024-01-03,2024-01-10,20240103,1406,83,5,6,60.97,0.0,365.82,247.38,29.27,1.68,Shipped
16362,2023-07-24,2023-07-28,20230724,1815,161,8,4,20.79,0.0,83.16,33.12,6.65,13.41,Delivered
16363,2024-08-31,2024-09-06,20240831,1470,156,3,4,8.99,0.1,32.36,25.76,2.59,10.15,Delivered
16364,2023-02-04,2023-02-13,20230204,514,77,1,3,37.04,0.0,111.12,68.19,8.89,8.63,Shipped
16365,2024-08-23,2024-08-25,20240823,813,10,2,4,2487.45,0.0,9949.8,5983.4,795.98,31.95,Delivered
16366,2024-12-05,2024-12-15,20241205,1114,63,6,4,184.1,0.15,625.94,362.56,50.08,12.81,Delivered
16367,2023-01-27,2023-02-01,20230127,683,161,5,8,17.46,0.0,139.68,66.24,11.17,2.87,Shipped
16368,2023-03-23,2023-04-01,20230323,1545,68,8,1,177.06,0.1,159.35,76.44,12.75,13.29,Delivered
16369,2023-05-31,2023-06-10,20230531,1163,24,4,4,328.48,0.1,1182.53,850.12,94.6,10.13,Shipped
16370,2023-01-29,2023-02-04,20230129,1162,27,4,6,70.79,0.05,403.5,342.0,32.28,14.49,Delivered
16371,2023-09-17,2023-09-22,20230917,1383,7,4,6,2279.29,0.15,11624.38,8229.66,929.95,33.59,Returned
16372,2023-04-26,2023-04-30,20230426,431,51,4,8,324.84,0.05,2468.78,1569.28,197.5,3.86,Delivered
16373,2024-12-09,2024-12-10,20241209,1706,84,6,3,36.72,0.2,88.13,38.52,7.05,12.32,Delivered
16374,2024-10-28,2024-10-30,20241028,1955,73,6,1,34.6,0.1,31.14,16.33,2.49,5.68,Delivered
16375,2024-09-26,2024-10-01,20240926,617,104,1,3,81.12,0.0,243.36,114.78,19.47,7.48,Shipped
16376,2023-05-06,2023-05-13,20230506,949,76,5,1,46.48,0.1,41.83,20.64,3.35,7.7,Delivered
16377,2024-12-22,2024-12-23,20241222,1899,70,5,2,135.63,0.1,244.13,85.72,19.53,5.08,Delivered
16378,2023-03-16,2023-03-20,20230316,1349,163,4,8,63.4,0.1,456.48,246.16,36.52,9.01,Delivered
16379,2023-06-05,2023-06-13,20230605,233,11,7,4,1332.55,0.0,5330.2,2302.84,426.42,44.59,Delivered
16380,2023-07-08,2023-07-18,20230708,1201,28,1,2,91.69,0.1,165.04,67.62,13.2,8.91,Delivered
16381,2024-07-21,2024-07-31,20240721,444,115,8,2,34.29,0.0,68.58,35.28,5.49,11.24,Delivered
16382,2023-04-13,2023-04-20,20230413,1681,43,5,3,136.84,0.0,410.52,165.42,32.84,7.81,Shipped
16383,2022-01-19,2022-01-23,20220119,263,39,7,3,172.43,0.0,517.29,317.55,41.38,12.55,Delivered
16384,2022-05-20,2022-05-29,20220520,888,104,5,1,81.55,0.0,81.55,38.26,6.52,9.62,Shipped
16385,2023-10-22,2023-10-30,20231022,1574,41,5,5,145.18,0.05,689.6,528.65,55.17,8.8,Delivered
16386,2023-03-04,2023-03-11,20230304,1978,146,5,2,39.47,0.0,78.94,40.74,6.32,3.79,Shipped
16387,2023-03-31,2023-04-05,20230331,1724,128,4,5,35.46,0.2,141.84,89.55,11.35,9.96,Shipped
16388,2022-05-16,2022-05-17,20220516,1486,121,4,4,44.82,0.05,170.32,125.32,13.63,6.01,Delivered
16389,2022-02-24,2022-03-04,20220224,796,44,6,8,286.93,0.2,1836.35,997.36,146.91,10.3,Delivered
16390,2023-04-07,2023-04-17,20230407,270,97,8,6,58.64,0.1,316.66,219.24,25.33,8.91,Delivered
16391,2022-03-02,2022-03-05,20220302,202,124,8,6,31.29,0.0,187.74,113.22,15.02,7.34,Delivered
16392,2022-11-27,2022-11-30,20221127,409,106,2,7,49.27,0.05,327.65,128.31,26.21,2.54,Delivered
16393,2023-01-24,2023-01-30,20230124,213,135,3,8,36.3,0.0,290.4,179.68,23.23,11.89,Delivered
16394,2023-10-19,2023-10-20,20231019,644,49,5,8,157.54,0.1,1134.29,461.12,90.74,3.96,Delivered
16395,2022-08-27,2022-08-31,20220827,693,162,5,8,25.11,0.05,190.84,102.72,15.27,2.28,Delivered
16396,2022-05-04,2022-05-10,20220504,1197,118,6,8,4.88,0.0,39.04,20.16,3.12,4.09,Delivered
16397,2024-09-20,2024-09-30,20240920,226,22,6,1,41.58,0.0,41.58,21.66,3.33,7.09,Returned
16398,2024-04-11,2024-04-17,20240411,20,61,7,3,242.84,0.2,582.82,338.16,46.63,1.09,Delivered
16399,2024-04-09,2024-04-15,20240409,387,42,5,3,33.91,0.0,101.73,49.11,8.14,12.67,Delivered
16400,2023-07-25,2023-08-02,20230725,536,3,6,3,2364.26,0.0,7092.78,3923.19,567.42,24.04,Shipped
16401,2022-06-04,2022-06-08,20220604,989,104,4,3,81.69,0.0,245.07,114.78,19.61,8.85,Shipped
16402,2022-04-20,2022-04-21,20220420,650,136,4,8,64.05,0.0,512.4,310.4,40.99,13.33,Delivered
16403,2023-09-02,2023-09-07,20230902,628,97,3,4,52.88,0.0,211.52,146.16,16.92,9.24,Shipped
16404,2024-09-29,2024-10-06,20240929,1882,88,8,4,30.16,0.05,114.61,45.48,9.17,2.6,Delivered
16405,2024-05-17,2024-05-20,20240517,1067,4,4,3,2742.32,0.1,7404.26,3152.19,592.34,23.78,Delivered
16406,2023-03-13,2023-03-16,20230313,517,146,1,1,38.64,0.0,38.64,20.37,3.09,6.63,Shipped
16407,2023-12-23,2023-12-24,20231223,955,25,1,8,189.73,0.05,1441.95,653.84,115.36,12.85,Delivered
16408,2022-06-05,2022-06-12,20220605,1649,162,5,2,26.47,0.0,52.94,25.68,4.24,6.98,Delivered
16409,2024-05-04,2024-05-13,20240504,238,2,2,3,2044.5,0.0,6133.5,2582.52,490.68,26.78,Delivered
16410,2024-08-01,2024-08-02,20240801,908,79,5,7,56.27,0.1,354.5,276.71,28.36,5.65,Delivered
16411,2024-10-22,2024-10-28,20241022,404,3,1,8,2024.51,0.2,12956.86,10461.84,1036.55,27.08,Delivered
16412,2022-07-08,2022-07-17,20220708,1065,5,1,5,1418.64,0.1,6383.88,3999.35,510.71,35.35,Delivered
16413,2023-08-07,2023-08-14,20230807,115,41,3,8,148.8,0.1,1071.36,845.84,85.71,5.27,Delivered
16414,2024-01-21,2024-01-28,20240121,1617,60,8,5,121.34,0.1,546.03,254.15,43.68,13.34,Delivered
16415,2024-10-28,2024-10-31,20241028,718,161,5,3,19.79,0.1,53.43,24.84,4.27,2.34,Delivered
16416,2023-03-06,2023-03-09,20230306,1243,166,6,6,60.91,0.2,292.37,180.42,23.39,7.27,Delivered
16417,2024-12-19,2024-12-23,20241219,64,93,2,7,111.18,0.15,661.52,267.26,52.92,14.02,Delivered
16418,2022-03-03,2022-03-11,20220303,1715,164,8,5,58.9,0.0,294.5,184.05,23.56,2.79,Delivered
16419,2022-01-06,2022-01-09,20220106,1917,36,8,3,68.73,0.0,206.19,96.96,16.5,4.29,Delivered
16420,2022-01-17,2022-01-21,20220117,1300,40,8,3,69.74,0.1,188.3,141.39,15.06,9.51,Delivered
16421,2023-01-06,2023-01-13,20230106,119,8,2,6,723.98,0.05,4126.69,2318.76,330.14,38.56,Shipped
16422,2024-12-09,2024-12-14,20241209,1800,28,8,1,109.58,0.05,104.1,33.81,8.33,11.65,Delivered
16423,2024-08-04,2024-08-10,20240804,1831,49,8,3,140.91,0.05,401.59,172.92,32.13,3.68,Delivered
16424,2024-04-05,2024-04-10,20240405,239,38,8,8,35.37,0.15,240.52,112.48,19.24,14.85,Delivered
16425,2022-12-13,2022-12-22,20221213,1666,5,2,5,1716.07,0.0,8580.35,3999.35,686.43,19.63,Delivered
16426,2023-08-27,2023-08-30,20230827,1136,55,2,1,143.11,0.15,121.64,64.38,9.73,8.49,Delivered
16427,2022-06-19,2022-06-28,20220619,1175,14,3,2,3056.52,0.0,6113.04,2695.98,489.04,16.4,Delivered
16428,2023-10-18,2023-10-22,20231018,1762,127,1,1,67.98,0.0,67.98,27.96,5.44,14.01,Delivered
16429,2023-02-15,2023-02-19,20230215,1584,99,2,3,39.52,0.0,118.56,70.26,9.48,14.13,Delivered
16430,2022-09-15,2022-09-23,20220915,1336,121,2,1,44.62,0.1,40.16,31.33,3.21,9.32,Delivered
16431,2024-05-25,2024-05-30,20240525,43,149,7,4,60.44,0.0,241.76,95.36,19.34,7.31,Delivered
